# Реестр установленных фактов книги 1
# Формат: КЛЮЧ <TAB> ВЕРНОЕ <TAB> ЗАПРЕЩЁННЫЕ ВАРИАНТЫ (через |) <TAB> комментарий
# Пустое поле запрещённых = проверяется только наличие.
# Используется scripts/canon_check.py

## --- ТОПОНИМЫ ---
улица_ложки	Малая Гончарная	Малая Канатная|Малой Канатной|Малую Канатную	адрес «Серебряной ложки», гл.1,2,3,5,10
элизабет_путь	от Ткацкой до Малой Гончарной 20 минут, пришла через 10	полторы минуты до её прихода	гл. 5, гл. 7; Тень: «Я слышала, как она дышит. Так не дышат после бега»
гл8_день	пятый день после беспамятства; нападение 17 дней назад; аттестация через 15 дней (день 20 / день 32 от нападения)	восьмой день|двадцать дней	гл. 8 после G (вариант А); Лиран: «не позже сорокового дня после поступления»
свист_кайра	зима позапрошлого года, второй причал, туман; Кайр учил свистеть в два пальца, у Сильвии не вышло («будешь кричать, тебя и так слышно»)		гл. 8 финал (сон); варежки отцовские с дыркой на большом пальце; дядя так вызывает лодку с рейда
гл9_аттестация	Магическая часть — Ирсаль (авалиец), пламя-фокус гаснет при «всё равно», тепло под рёбрами слева; Ирсаль пишет «отклика нет» + свою ошибку. Боевая — Сигурд (седая борода, левая рука давно не работает), 7 раундов; лучница Рэйна (ожог на левом предплечье), оружейник Мабрик («Двадцать два шага. Угу»). Итог: второй ранг из четырёх, «глаза есть, тела нет, тело — вопрос времени».	ch-09
гл9_тень_внутрь	Тень уходит внутрь утром аттестации («Не зови»), возвращается на вторую ночь; версия: пламя втянуло в трещину от клинка; на «Кайр бы обрадовался» молчит.	ch-09
гл9_мать_не_пришла	За всё время до аттестации Элизабет не приходила ни разу после гл. 7 («приходить буду, когда смогу»); слово в Минту не передавала; Сильвия не просила. Письмо сестре запрещено (розыск).	ch-09
гл10.заказчик	торговый дом «Ольд и сын»		гл.10; узел: Ольд — имя покойного мужа Хельги (гл. 1, 5), Сильвия это отмечает
гл10.маршрут	Минта? нет: выходная дверь — Сухой Брод, день телегой, юг/юго-восток		гл.10; возчик Тобер (сестра в Броде); река, мост на сваях, две мельницы, контора перевозок у управы, пост метки
гл10.оплата	четыре печати и два серебряных (в листе «до шести»)		гл.10; печати с квадратным отверстием
гл10.сводка	Центральный округ, Розыскной отдел, вторая за травень; погибших шестеро; «Норд К., рядовой второго года, 21 год»		гл.10; Хельги и Торена в списке нет
гл10.розыск	«Сильвия, воспитанница Элизабет с Ткацкой, 20 лет… Особых примет не имеет… Розыск по заявлению Агнис, дочери Элизабет»		гл.10; мать заявление не подавала
гл10.Гарнет	по хорошей воде — декада		гл.10; перевал на север — дней десять, «за перевалом надо, чтобы за тебя кто-то сказал»
гл10.кода	день без вставания (утро после доски, перерыв три дня); черта на обороте «не за пламя»; идёт к Мабрику за бумагой		гл.10; закрывает обещание Тени из гл. 6
Рэйна.условие	стоять полколокола	полчаса	гл.9, гл.10 согласовано
гл11.закрепление	за Сильвией закреплён распорядитель (Лиран); свободные заказы бюро не выдаёт; Сигурд: «держат в резерве» — либо кого не хотят потерять на мелочи, либо кого не решили куда девать		гл.11
гл11.комплект	от матери, без записки: чёрная рубашка с широким рукавом, шорты, чулки до середины бедра (ткань двойного плетения, держит порез), тихие туфли с составной подошвой; кошель с двойной прошивкой, восемь серебряных и горсть медных	шкаф	гл.11; визуальный канон = обложка ч.1 (01-canon/assets/cover-part1.png); Сильвия швырнула туфлю в стену — упала без звука; носит с этого дня; денег матери не тратит
гл11.янтарь	подвеска Агнис треснула поперёк в ночь нападения («приняв на себя то, что шло через кровь»); лежит в жестянке под углём; голубой у Агнис тоже отозвался		гл.11; закрывает гл.5
гл11.звезда	полевая звезда осталась в «Ложке» (снята в лечебном крыле)		гл.11
гл11.тень_прошлое	полевой лагерь ~восемь тысяч, третья зима, «У меня были люди… Я могла убить, а он мог поставить на кухню» (лук как яблоко, имени не помнит); «Я командовала армией… И проиграла. Полностью»; две тысячи лет в темноте; города «где место позволяло», один на воде; авалийцы/альбронды — «нашли, кем быть вместо»; слово «Хаос» вычищено; «Убить богов. Всех.»; «Делать придётся тебе»	тысячу лет	гл.11; канон bible §693 ≈ две тысячи лет
гл11.ответ_сильвии	«Я посмотрю по ситуации» / «не сейчас», не «нет»; Тень: «Скажи ты „нет“, я бы начала тебя ломать»; «Возвращаться к нему каждый вечер я не буду»		гл.11
гл11.альва	первое употребление слова «альва» в тексте — Тень о себе («разговариваешь с мёртвой альвой»)		гл.11
гл11.письмо_агнис	написано на последнем листе, не отправлено, лежит в тетради между 41-й и 42-й страницами; способы отправки отвергнуты (почта через управу, попутные, Хельга); финальное слово в тетради — «спросить»		гл.11
гл11.зал	ведро с песком для крови/рвоты («Раз в декаду примерно»); часы-артефакт над входом (полоса с прорезью, точка) — Мабрик: «Не мы»; орк в зале — один из четверых в штабе, «Тяжёлый я. Пока разгонишь — уже устал»; Рэйна зовёт на мишени двадцать пятого		гл.11
гл11.соседи	за стеной семья: муж, жена, двое детей; дочка («Ты старая, что ли? — Двадцать. — Тогда зачем забывать»)		гл.11
гл11.проговорилась	ответила Тени вслух в очереди; Тень: «Четыре раза. Считая сегодняшний»		гл.11
гл12.закрепление	снято Лираном по «своему сроку»: проверял, пойдёт ли жаловаться после отказа в бюро — не пошла; свободные заказы из ячеек сама, обязательные — через Лирана		гл.12
гл12.цены_заказов	наблюдение за складом 3 ночи = 6 медных + 1 печать; сопровождение до посада 8 колоколов = серебряный; поиск по описанию = 4 медных + 2 печати; семь заказов за декаду с лишним → простуда; Ханна: «на второй декаде лежат чаще»		гл.12
гл12.печати	кружок в ноготь, квадратная дырка, птица со сложенным крылом, «не звенят — шуршат», носят на шнуре под рубахой; правило склада: «монета чужая, печати наши» — лежалый заказ дорожает только печатями; за печати покупают чужое время/умение (северная улица: 4–20 печатей за декаду; чтение рук — 18)		гл.12
гл12.кража_1	дом торговца тканями, шкатулка из кабинета; дочь-подросток (смотрела на птиц); кружка с обломанной ручкой; расчёт 2 сер. 8 медн. + 3 печати; после — руки не дрожат; Кайр на смежном праве: «от трёх до пяти» за проникновение		гл.12
гл12.кража_2	мастерская, футляр с клеймами: в листе 3, в футляре 4 (четвёртое ученическое) — четвёртое оставила под ветошью; расчёт 4 медн. + 9 печатей («заказчик наш»); спор с Тенью «Тогда его для тебя нет»		гл.12
гл12.собака	третий обязательный (красильня, пряжа) — собака без цепи, укус левого предплечья, убила ножом (три удара), пряжу не взяла, «не исполнено», ноль; Ханна сняла заражение за 5 печатей («одна ночь упрямства»); цепь снится		гл.12
гл12.мать	Ирсаль: Элизабет после аттестации расспрашивала о Сильвии его, Дагоберта, распорядителя — «Я думал, вы знаете»; 8 материнских серебряных лежат в жестянке из-под угля нетронутыми; на катану их не взяла («не хочу, чтобы в нём была её половина»)		гл.12
гл12.торг	общий торг раз в декаду, зал за кузнечным рядом (~400 человек); отмычки открыто; составы (Тавия — из Арклайта по манере ставить склянки; Ханна ставит так же); бумаги с печатью у сгиба = «бумага идёт не через управу» (узел с Вельтом, гл.2–3); дальний ряд за печати: склянки по 12, книги из закрытой части с серой полосой «не по-нашему» 6–30, чтение рук 18 печатей; оружие у стойки		гл.12
гл12.тавия	Тавия — торговка составами на торгу («четвёртый год стою»), позже идёт с отрядом (гл.17–18). Женщина, распределявшая очередь в крыле в гл.11, переименована в Оду		гл.11–12
гл12.катана	куплена за 11 серебряных (лежала третий торг, «тут ими никто не работает», подержанная); Тень: «Я умею. И это единственное, чему я могу тебя научить», «этой штукой не бьют. Ею режут», «год — не позориться, три — работать»; правило хвата: мизинец и безымянный		гл.12
гл12.вливание_катаны	при покупке, когда «стояла и считала деньги» — тепло под левым ребром: хват, чувство дистанции (четыре шага — далеко, три с половиной — нет), привычка вытирать полосу дважды, раздражение на прикосновение к железу, усталость правого плеча прежнего владельца; лица/имени нет; Тень: «У мёртвых берётся легче… сколько вещь отдаст, решает тот, кто вкладывал, пока жив»; «Не пробуй нарочно»		гл.12; bible §19.6
гл12.ольгер	Ольгер — обеспечение («всё, что отряду нужно, уже лежит там, куда он придёт»); Рэйна о работающих без передышки: «Я про него ничего не помню, кроме того, что он всё время работал»		гл.12
гл12.тень	два эпизода: «Соли. Ты недосаливаешь»; попытка «взять за Агнис» — «Не делай так. — Хорошо»; «Как звали того, кто отвечал за лагерь, не помню. Помню, что он ел лук»; «Ты второй раз за месяц отказываешься от лёгкого пути ради того, чего никому не объяснишь»		гл.12
гл13.заказ_рамка	лист «возврат имущества малой ценности», 6 медных + 2 печати, 5 дней; приписка «предмет ценности не представляет» = «строчка про вас» (бюро); оборот листа: «Принято: 28 червеня. Внесено: шесть медных. Податель: Мерная палата, г. Тальвер, по доверенности»		гл.13
гл13.мерная_рамка	деревянная в железной обойме, две ладони; показывает плотность силы в вещи (не количество); состав садится — за десять лет врёт на четверть, всегда в сторону «больше»; новая 8 серебряных, ходившая 2–4; клеймо палаты (Тальвер: три полоски и точка + год), действует восемь лет; без клейма/года бумага недействительна; сверяют друг с другом — «где одна, там верят ей»		гл.13
гл13.мерная_палата	Тальверская; клеймит рамки, весы, всё мерное; договор четырёх, Тальвер главный (торговый узел, нейтральные нотариусы); «Установления о мерах»: палата вправе истребовать прибор с истёкшим клеймом «через любого посредника»; клеймят не бесплатно; за клеймо на плохой рамке «лишают ремесла по всему свету»		гл.13
гл13.посад_красильня	дверь в холме, три колокола до посада; посад вдоль реки, верхний конец (хлеб, навоз, церковь, постоялый двор 2 медных/койка) и нижний (красильня, синяя вода на два шага); контора при красильне — Гуннар (счетовод, чистые руки); 12 светильников в сушильне + 4 в конторе, проверяющий раз в полгода, годовой бюджет конторы 11 серебряных; собака через два дома: лает на улицу, молчит на завалинку		гл.13
гл13.дельвин	держал контору по свету в нижнем конце, сдал рамку красильне в наём год назад, расторжение весной «с возвратом», съехал осенью; в гильдию не подавал; писал Гуннару в травене — просит работы; письмо у Гуннара		гл.13
гл13.лиран	лист возвращён «не исполнено по обстоятельствам» (без оплаты); Лиран взял оборот листа и слова Гуннара письменно: «Два одинаковых заказа на одну вещь — это уже строка в другой книге, и её читаю я»		гл.13
гл13.ветт	библиотекарь, сидит боком ко входу; закрытая часть — с третьего ранга, прошение 25 печатей, рассматривают декаду, при отказе не возвращают; «не пишите «для общего развития»»; Агнис носила книги снизу на ладони (учебник Сильвии)		гл.13
гл13.второй_лист	«переписать опись имущества в чьём-то доме, два дня», подан 1 червеня, 2 медных + 5 печатей сверху за сорок дней лежания; податель — та же Мерная палата; книга подателей — со второго ранга не смотрят, с третьего по письменному; гипотеза: заказы палаты = «сходите и посмотрите», отчёты по выходу лежат в гильдии		гл.13
гл13.печати_сильвии	17 → 15 (две отдала мастеру на Северной, 12 за четверть колокола); до прошения не хватает десяти		гл.13
гл13.залы	тренировочных залов четыре: 1 — новички, 2 — чучела и столбы, 3 — застеленные полы, парная работа, 4 — закрыт, «говорят разное»; Сильвия ходит во второй; катану на столбе не достаёт		гл.13
гл13.даты	второго липня взят лист; двенадцатого липня — второй лист палаты; торг с выкриком — третий день каждой декады после четвёртого колокола, нижний ярус восточного крыла; Северная, 12 — «Ремонт мерного и светового»		гл.13
гл14.хронология	старт 14 липня (единственная дата главы); чтение 4 дня → Мейнард (день 5) → свод +4 → сутки ¾ на полу → цена 5 дней → сдача книг → тренировки с 7-го дня → уведомление на 12-й ≈ 29-й день главы ≈ 12 серпня; выход через 14 дней ≈ 26 серпня (уточнено 06.09 при гл. 15)	ch-14
гл14.ДОЛГ_арка4	арка 4 датирована на месяц раньше (гл. 18 «конец липня», гл. 19 «первый день серпня, девятый день пути», гл. 20 «четвёртый день серпня», гл. 21 «двенадцатое серпня»; гл. 24 «восьмого серпня», «двадцать седьмого вересня»; гл. 22 Агнис «в липне»). РЕШЕНИЕ 06.09.2026: сдвинуть месяцы арки 4 (и далее по цепочке) на +1: липень→серпень, серпень→вересень, вересень→жовтень; таблицу месяцев библии §39.4 и §35.5 поправить при работе над гл. 18. Арку 3 не трогать	ch-14, ch-18..24
гл14.случаи	четыре «непроизвольных»: пламя у Ирсаля (гл. 9), перила на лестнице в день первого выхода (гл. 8, «металл тёплый, руки холодные», Тени не сказала), катана (гл. 12), книга Мейнарда; вывод Сильвии — «работает, когда перестаю стараться»; Тень: «сработало из-за работы»	ch-14
гл14.библиотека	~80 шагов стеллажей, столов шесть, лестницы на колёсах; порядок «по тому, откуда привезли», держится на памяти Ветта («Тогда тут будет склад»); человек с книгой учёта у двери спрашивает ранг и метку	ch-14
гл14.Ветт	очень стар, возраст не читается; «за тридцать лет» ×3 — потом «значительно дольше, — и осёкся»; «я тут раньше вас сел», «ваши/наши»; ни одного вопроса о том, что с ней; прикрыл перед распорядителем («заснула над книгой»); «Тому, кто спросит, я всего этого не говорил»	ch-14
гл14.Переход	«две тысячи лет, может, чуть меньше»; тетрадь списка зерна с записью «Больше не считаем» и двадцать пустых страниц; три книги о богах: новая — боги приняли пришедших; на 400 лет старше — «пять сил»; самая старая — богов нет; «за тридцать лет второй» такой вопрос (первого не назвал)	ch-14
гл14.карта	~200 лет; две реки под острым углом, значок в развилке перечёркнут («перечёркивают то, чего больше нет»); Тень: угол острее, мост ниже развилки — город Тени (гл. 6: стена по гребню, две реки, белый мост); «Меня устраивает, что перечеркнули»	ch-14
гл14.соулс	термин впервые из книг: оболочка (граница/воля/предел) и соулс (содержимое); обратный ток при повреждении оболочки — 4 строки на 800 стр., ссылка на источник в закрытой части (3-й ранг, 25 печатей, декада, при отказе не возвращают); Тень: «У нас его знал каждый»	ch-14
гл14.тень_о_богах	«Им не нужны верующие. Им нужно, чтобы соулс тёк как течёт. Храмы, покровительства, метки — берега, а называется милостью»; «откуда берут» — знает приблизительно, не скажет; Сильвия записала вопрос без ответа «до зимы»	ch-14
гл14.поглощение_книг	1) справочник Мейнарда: тепло → знание непрочитанных страниц дословно → чужая усталость (спина писаря, глаза, пальцы, «долг»); 2) свод трёх авторов за 80 лет — сутки ¾ без сознания, плащ Ветта, слёзы «не мои», третий автор умер вскоре после (Ветт: закончил за два месяца до смерти, приписка переписчика); цена 5 дней, обороты лекаря в речи, взгляд лекаря («три декады, сустав»), сны о чужой работе	ch-14
гл14.тень_просьба	«Запрещать не буду… Прошу одно: предупреждай. Успею уйти внутрь» — вторая просьба за всё время (первая — катана, гл. 12); «Две тысячи лет я думала, что хуже темноты не бывает. Бывает. То же, только не одна»; терять сознание не умеет	ch-14
гл14.мать_цветок	в подвале лавки на отдельном столе под стеклянным колпаком: тёмный стебель без листьев, закрытый цветок цвета рыбьей чешуи, поворачивается к живому («от света, а не к свету»); от лестницы стол не виден; Сильвия видела в день допуска, не спросила	ch-14
гл14.Агнис	училась семь лет; в шестнадцать не спала третью ночь над списком признаков; через год объясняла разницу двух видов отёка; Сильвия: «нахваталась её ремесла, не тронув ни одной ночи»; вспомнила первый раз за декаду	ch-14
гл14.учебная_часть	восточное крыло, второй ярус, двери с грифельными досками; «Устройство души, обзорно. Для допущенных» — не идёт с позапрошлой зимы, читал Дагоберт («Этого в книге не пишут»); «Обиход раненого в поле» 3 занятия = 6 печатей или 15 медных (медными дороже на треть) — взяла медными; печать не выносится за дверь	ch-14
гл14.пряжка	в торговом ряду пряжка (3 медных, «привозное») с клеймом мастера с Северной (круг, две черты, точка) — грубое литьё; кто-то метит его именем; мастер не знает	ch-14
гл14.заметили_и_не_спросили	Ветт, Ханна («записываю только то, что вижу»), Марна («работал вот тут»)	ch-14
гл14.тренировка	предмет рядом + другое дело; лист «что клала, чем занималась, сколько, что вышло»; 10 дней — 9 «ничего», 2 «неясно» (монета тёплая — свеча?); Кайр: «одна попытка, сделанная девять раз подряд» → «менять по одному»; «спросить у К.» зачёркнуто плохо	ch-14
гл14.уведомление	Лиран: через 14 дней сводный отряд за пределы, до 40 дней, «уладить дела… отряд уходит, и вернётся не весь» — стандартная формулировка; строка «в другой книге» вписана, прочтут не раньше осени	ch-14
гл14.долги_к_выходу	две медные Марне; брусок Мабрика (третью декаду); ключ от комнаты (плоский, зазубрина у бородки, на шнурке); письмо между 41-й и 42-й стр.; петля под звезду на ремне — трогает пальцем; Тавия — спросить про зелья	ch-14
гл14.уговор	«По колоколам: утро зал, катана, отдых, вечером — это»; «Скажу «хватит» — стоп. Без спора»; Сильвия: «До первого раза, когда я решу, что ты неправа. — Он будет»	ch-14
гл15.Ольгер	кладовщик; считает вслух для человека с грифелем; норма «на человека, которого нет»; на 40 дней кладут еды на 22 (дальше по бумаге гильдии через 3–4 дня пути), 4 пары обуви на десятерых («Тяжёлые бьют обувь. Лёгкие бьют ноги»); заметил сапоги на два размера велики; выдал вторую пару, старый мешок («Ты своё уже не бросишь»); Сильвия пришла за 13 дней	ch-15
гл15.снаряжение	плащ, две смены, котелок на двоих, моток, огниво в жестянке, нож хозяйственный, четыре свечи, игла с ниткой, полотно; шерстяные носки Агнис (связала в цветне: «сапоги трёхлетние, зимой без носков сядешь») — «клади наверх»	ch-15
гл15.наставление	восточное, без имени автора; 41 год преподавания + 23 службы («четыре строки, все про то, чего не сумел»); взято за 12 дней до выхода через настоящее дело — переписывание тетради (к 11-му листу); вошло: дыхание, ноги/центр тяжести, стойки, дистанция три с половиной шага, чтение по ключицам, работа против нескольких («не дерутся — идут»), ученики поимённо, тело (правое колено, три пальца левой, спина, шея), нелюбовь к делу 64 года; двое суток и шесть колоколов без сознания; найдена Рэйной (сидела за дверью); Сигурд собирался снять дверь	ch-15
гл15.тень	«Скажи вслух, что ты собираешься сделать»; «Ты будешь знать, как это делается, и не сможешь»; уговор «хватит» — про работу, не про выбор; «Как ты? — Плохо. И спасибо, что спросила» (спрошено впервые); «Я тебя узнаю. Это хуже»; помнит автора наставления («сотню таких знаю, ни одного не помню — а его помню»); «я тебе больше не нужна» — ответ Сильвии «А ты каждый вечер говоришь «ещё раз»»; «стой молча, ты мне сбиваешь счёт»	ch-15
гл15.Сигурд	проверка после наставления: она видит ключицы, уходит на четверть медленнее; «Кто тебя учил смотреть на ключицы? — Я прочитала. — За два дня»; «Голова медленнее — знаешь, что проиграла. Быстрее — до последнего думаешь, что успеешь»; школу наставления знает; на следующий день впервые ставит её в пару	ch-15
гл15.Бирке	тот же, что чинил братову сеть (гл. 8–9); второй ранг, четвёртый год, садится спиной к стене; в паре: «Всегда полегче»; ловит её ложным ходом ключицами («против того, кто знает, что ты так смотришь, — один раз»); «Смотри на всего целиком и не думай. Как на воду»; «Это твоё?» — отличает чужую школу от её	ch-15
гл15.серая_полоса	книжки с серой полосой по корешку = списанная закрытая часть («ветхая / есть вторая / написано неправильно — кто решает, не я»); над входом в лечебную часть 3-го ранга та же полоса; Ветт уносил свод за стеллажи; дальний ряд торга, второй стол: было 8–9, стало 7; толстая 12 печатей, тонкая 6; продавец «по весу и по виду», не читает; «раз в декаду приходит старик, берёт одну-две, платит не торгуясь» (Сильвия не спросила — знает ответ); языки: угловатое письмо как на ящиках Тавии, вязь, без пробелов; записано «после выхода»	ch-15
гл15.прошение	бланк разового допуска в закрытую часть: 25 печатей при подаче, «плата за рассмотрение, а не за вход» (третья строка снизу), декада; внизу подпись распорядителя — Лирана (23 года назначений, 4 рапорта); «прошение нельзя подать молча»; у Сильвии 15 → 11 печатей	ch-15
гл15.алхимичка	пятый стол алхимического ряда (нижний ярус, напротив торга, работает всегда), женщина ~50, доска с зажимом, шкаф с подписанными ящиками; усыпляющий состав 4 печати склянка (6–7 человек по мерке): мерка на пробке на 70 фунтов, «на глаз ошибётесь в свою пользу»; не давать: с одышкой (сердце — «будете думать, что спит»), с сухим кашлем, пьяному; «смотрите, как ходит»; записывает покупателей под роспись; Мерген в конце ряда — дрянь, «не спрашивает даже вес»; мать: такие составы «на нижней полке, для тех, кто с улицы»	ch-15
гл15.правило	«если можно не драться, надо не драться» — после второй декады (дважды разбитая рука); способ обойтись без клинка должен помещаться в карман	ch-15
гл15.катана	стойка «сама» — правая нога дальше, вес переставлен без памяти; Тень учит «полтора месяца» (числа сняты: катана куплена до 2 липня, сейчас ≈ середина серпня; гл. 17 «тридцать второй день» и библия §35.5 «месяц» — ПОПРАВИТЬ при гл. 17)	ch-15
гл15.чужое_в_теле	садится через бок (чужое колено), кружку двумя пальцами и большим (его три пальца левой), обходит человека со стороны удара, лестницу видит как место, где узко («Раньше ты видела выходы»); корешок второй тетради сшит ровно — не помнит, когда научилась	ch-15
гл15.карту_тетради	лист 1 — коридоры жилой секции; 2 — часы смены караула у восточной арки и четыре дня, когда менялся не так; 3 — цены у Марны и в ряду; «спросить у К.» зачёркнуто	ch-15
гл16.заказ	свободный заказ на одну ночь, шесть медных: три свёртка образцов ткани с синим шнуром со склада в посаде за мельницей (у красильни); податель не указан; «собака не указана»		гл. 16
гл16.бюро	девять стен, четыре прохода, ранги сверху вниз; оглашение по третьим дням декады; право взять выше ранга покупают перед оглашением; женщина за третьим местом: «за две декады девять заказов… ему сорок один, ходит с палкой»		гл. 16
гл16.гильдия_город	«Гильдия — это город»: четыре тысячи с лишним под сводом; кабинеты на Северной — восемь печатей в месяц; Тень: «*вывеску над ним не повесишь*»		гл. 16
гл16.Лиран	ведёт назначения двадцать три года (исправлено с «второй год»); обязательное назначение через четыре дня		гл. 16
гл16.Мабрик	тридцать один год у наковальни; руки «выбирают» — в списке заточка, правка, мелкая ковка; троих учеников в год, сорок печатей за декаду, первые двадцать дней «смотрят на локоть»; «Тогда нож тебе не нужен. Но пусть будет острый»		гл. 16
гл16.дверь_пост	седьмая дверь от конца (к посаду за мельницей); дверей «сорок с чем-то»; человек с книгой у поста пишет колокол возврата; через шесть колоколов — рапорт распорядителю, через сутки — выше; «рапорт подаётся на вас, а не за вас»		гл. 16
гл16.Вальд	сторож склада, шорник (~40 лет тянул дратву), около шестидесяти, живёт один, левое колено не гнётся, сухой кашель, останавливается после круга (сердце); обход каждый колокол днём, ночью встаёт когда придётся; вечером пробует шить — шило не идёт; собака издохла зимой, новую не взяли		гл. 16
гл16.смерть_Вальда	усыпляющий состав (4 печати, мерка на 70 фунтов, отмерено по меньшей мерке «на глаз») + больное сердце; хватка за запястье, счёт до двенадцати; оживление — рёбра сломаны, «двадцать раз по тридцать»; Тень: «*Просто записала не в ту графу*»		гл. 16
гл16.поглощение	первое поглощение живого: пошло «когда перестала стараться» (считала нажимы); вошло одним куском — руки (шорное ремесло), спина, мастерская на две руки с отцом, восемь лет ухода рук, имя последним; «Он до конца собирался встать»; Тень: «*Оно и в меня идёт… У меня нет рук, чтобы отнять*», «*Я вообще не думала, что оно так умеет*»		гл. 16 → цена в гл. 17 («по рукам»)
гл16.Тень_после	вывела по списку (лампа как стояла, ворот, свёртки, замок, кровь, тряпица в карман, «не беги»); «*У меня люди возвращались с первого… выводили одинаково*»; «*Говорила. Первые года три… Не помогает*»; «*Спать сегодня не обязательно. Обязательно лежать*»		гл. 16
гл16.след	подпись при возврате «буквы шире» (руки Вальда); тетрадь на дело не берут; свёртки — три куска ткани, «в Минте медных восемь за локоть»		гл. 16
гл16.хронология	начало «через десять дней выходить»; спор о «перестаю стараться» и сустав у Марны — «ещё в липне» (гл. 14); в гильдии с травня (светильник над седьмой дверью не горит с первого дня)		гл. 16
